bundle_relative_path,source_repo_path,exists,sha256,claim_boundary
README.md,reports/ugc12506_xi_t_external_review_prompt.md,True,b985d3c88d3dbbef198a74a4b9a4e69fc21ef3d501666e46e4841c9d3a968f6e,ugc12506_xi_t_external_review_bundle_not_endpoint
response/ugc12506_xi_t_source_review_response_blank.csv,data/derived/ugc12506_xi_t_source_review_response_blank.csv,True,974d77b784e78737ee057dd4406086836d5fbba5dd40d669c0748bd887fb323c,ugc12506_xi_t_external_review_bundle_not_endpoint
reports/ugc12506_xi_t_external_review_handoff.md,reports/ugc12506_xi_t_external_review_handoff.md,True,3553994f1f6de02c61609c9d0e22902a0a4ef0b15bb4d9b5ff972619783c6f67,ugc12506_xi_t_external_review_bundle_not_endpoint
reports/ugc12506_xi_t_source_review_packet.md,reports/ugc12506_xi_t_source_review_packet.md,True,2ce53153363ac6fb3a4692ab7e6d29cd5926e0418e19cf37d18cc451e0cd6301,ugc12506_xi_t_external_review_bundle_not_endpoint
reports/ugc12506_xi_t_source_review_response_intake.md,reports/ugc12506_xi_t_source_review_response_intake.md,True,dbb025e805d8fe574fe9f1607b7fd22bb92e8d6620f634080bcbf5fd9c26faa6,ugc12506_xi_t_external_review_bundle_not_endpoint
data/ugc12506_xi_t_source_review_packet.csv,data/derived/ugc12506_xi_t_source_review_packet.csv,True,e72c5cbb0489b25b5a31257a4608c0238e0e2310d137d45731f31351f6e837fc,ugc12506_xi_t_external_review_bundle_not_endpoint
data/ugc12506_xi_t_source_review_obligations.csv,data/derived/ugc12506_xi_t_source_review_obligations.csv,True,cce8f39a4cfe82e086b8d830e7d4679c9c2e38cc3f841a2520cbb14a8eea5f6d,ugc12506_xi_t_external_review_bundle_not_endpoint
data/ugc12506_xi_t_source_review_response_template.csv,data/derived/ugc12506_xi_t_source_review_response_template.csv,True,fd7ca667ccd397a3c7beee72bacb27c8c6ef0e243f5e3241e9cdfa8ec5c7e992,ugc12506_xi_t_external_review_bundle_not_endpoint
data/ugc12506_xi_t_source_review_forbidden_inputs.csv,data/derived/ugc12506_xi_t_source_review_forbidden_inputs.csv,True,cdadfdbe3bc0967f854dac83547b412b31d21a63a385ed283b34775f810943db,ugc12506_xi_t_external_review_bundle_not_endpoint
data/ugc12506_xi_t_source_review_input_hashes.csv,data/derived/ugc12506_xi_t_source_review_input_hashes.csv,True,5ace3ec4a83efb3b696c1c4a63ffe5abb83a6e14a9a7b31e6c64e3332c2af177,ugc12506_xi_t_external_review_bundle_not_endpoint
data/ugc12506_highmass_fast_source_context_evidence.csv,data/derived/ugc12506_highmass_fast_source_context_evidence.csv,True,4bfc834bed9535ee024840f86be15715b7c61c84537f05d7b2bbf6c9c009f3bc,ugc12506_xi_t_external_review_bundle_not_endpoint
data/ugc12506_observer_path_interloper_audit_summary.csv,data/derived/ugc12506_observer_path_interloper_audit_summary.csv,True,7544081480d20eca5fc125d53fda42a8741b2f110de9999ee102e8c1006a0ea6,ugc12506_xi_t_external_review_bundle_not_endpoint
data/ugc12506_projection_highspin_preflight_observables.csv,data/derived/ugc12506_projection_highspin_preflight_observables.csv,True,1bea38d3768ee5afc13bfe30ba99b7611ba2af924a0272d2dd072f86dca100c2,ugc12506_xi_t_external_review_bundle_not_endpoint
data/ugc12506_xi_t_highspin_envelope_clock_shell_components.csv,data/derived/ugc12506_xi_t_highspin_envelope_clock_shell_components.csv,True,7cf0cc7a2125f6eeb62dbd6aebe76b05fb9e527fa84a2dbb64b93378cfdc1796,ugc12506_xi_t_external_review_bundle_not_endpoint
data/ugc12506_xi_t_highspin_envelope_clock_shell_manifest.csv,data/derived/ugc12506_xi_t_highspin_envelope_clock_shell_manifest.csv,True,fd16bcbdc02f4e1b0ccb967be3bae4dd5b573471a4326e36e13dfc81fc532d1b,ugc12506_xi_t_external_review_bundle_not_endpoint
data/ugc12506_xi_t_normalization_theorem.csv,data/derived/ugc12506_xi_t_normalization_theorem.csv,True,8adfe96ead99916edc5d8e75cda57be68fe33b08b4797bfc0b91f40a1fe40120,ugc12506_xi_t_external_review_bundle_not_endpoint
data/ugc12506_xi_t_epsilon_cap_protocol_theorem.csv,data/derived/ugc12506_xi_t_epsilon_cap_protocol_theorem.csv,True,959e79dc304c35c9f5b2d762c46ed6c81df2837bc3a6d1b15c75a32308647ea5,ugc12506_xi_t_external_review_bundle_not_endpoint
data/ugc12506_xi_t_accepted_manifest_gate_items.csv,data/derived/ugc12506_xi_t_accepted_manifest_gate_items.csv,True,8fc40138e85e8146675d699b681268f9e5a6264e8439fe45380c8eec604ff50e,ugc12506_xi_t_external_review_bundle_not_endpoint
USAGE.md,generated_by_bundle_builder,True,40d02324810efe44c04d42cac17375ee605b16c821193e97f430a4f7c5349190,ugc12506_xi_t_external_review_bundle_not_endpoint
